ID,Title,Journal,Year,Cited,Last Updated,Type of survey,Field of application,Site name,Country,Duration (days),# snapshots,Frequency (snapshot/day),ERT layout,Buried,Surface (m),Electrode spacing (m) ,Config Elec,Nb Elec,Resistivimeter
Mewes et al. (2017),Resolution capacity of geophysical monitoring regarding permafrost degradation induced by hydrological processes,The Cryosphere,2017,20,6/8/2021,Semi-permanent study,Permafrost,Becs de Bosson rock glacier,Switzerland,365,365,1,2D surface,No,315,4.5,2D line of 71 elec,71,GeoTom-MK1E100
Moghaddam et al. (2016),Detection and determination of groundwater contamination plume using time-lapse electrical resistivity tomography (ERT) method,Journal of Mining and Environment,2017,3,6/11/2021,,Contaminant monitoring,,Iran,,,,,,,,,,
Nickschick et al. (2017),Architecture and temporal variations of a terrestrial CO2 degassing site using electric resistivity tomography and self-potential,International Journal of Greenhouse Gas Control,2017,5,6/10/2021,,Gas Dynamics,,République Tchèque,,,,,,,,,,
Niemeyer et al. (2017),Spatiotemporal soil and saprolite moisture dynamics across a semi-arid woody plant gradient,Journal of Hydrology,2017,6,6/9/2021,,Vegetation,,USA,,,,,,,,,,
Palis et al. (2017a),"Long-term monitoring of a large deep-seated landslide (La Clapiere, South-East French Alps): initial study",landslides,2017,30,6/8/2021,Semi-permanent study,Landslide,La Clapière,France,330,330,1,2D surface,No,235,5,48,48,Syscal
Palis et al. (2017b),Multiyear time-lapse ERT to study short- and long-term landslide hydrological dynamics,landslides,2017,13,6/8/2021,Semi-permanent study,Landslide,Vence ,France,3510,3510,1,2D surface,No,115,5,24,24,Syscal
Peng et al. (2017),Dynamic monitor of coal seam floor limestone water grouting based on TL-ERT,"Journal of Mines, Metals and Fuels",2017,0,6/8/2021,Regular measurements,Geotechnics,,China,,,,,,,,,,
Qiu et al. (2017),Non-destructive testing principles and accurate evaluation of the hydraulic measure impact range using the DC method,Journal of Geophysics and Engineering,2017,2,6/8/2021,,Geotechnics,,China,,,,,,,,,,
Raffelli et al. (2017),"Local- plot-scale measurements of soil moisture: time and spatially resolved field techniques in plain, hill and mountain sites",Water,2017,21,6/11/2021,Artificial conditions,Hydrogeology,,Italy,1,,#DIV/0!,,,,,,72,Syscal
Rodriguez-Robles et al. (2017),Application of geophysical tools for tree root studies in forest ecosystems in complex soils,Biogeosciences,2017,22,6/9/2021,,Vegetation,,Mexique,,,,,,,,,,
Rucker et al. (2017),pyGIMLi: An open-source library for modelling and inversion in geophysics,Computers and Geosciences,2017,112,6/11/2021,Numerical work,Hydrogeology,,Germany,,,,,,,,,,
Rucker et al. (2017),Drawing down the remaining copper inventory in a leach pad by way of subsurface leaching,Hydrometallurgy,2017,6,5/28/2021,Artificial conditions,Mining environment,,USA,,,,,,,,,,
Scaini et al. (2017),Velocity and celerity dynamics at plot scale inferred from artificial tracing experiments and time-lapse ERT,Journal of Hydrology,2017,38,6/11/2021,,Hydrogeology,,Luxembourg,,,,,,,,,1,
Schmidt-Hattenberger et al. (2017),Monitoring the complete life-cycle of a CO2 storage reservoir–Demonstration of applicability of geoelectrical imaging,Energy Procedia,2017,1,6/10/2021,Semi-permanent study,Gas Dynamics,Ketzin CO2 pilot storage site,Germany,2920,416,7,3D borehole,Yes,150 m x 100 m,10,3 wells x 15 elec,45,VERA
Smethurst et al. (2017),Current and future role of instrumentation and monitoring in the performance of transport infrastructure slopes,Quarterly Journal of Engineering Geology and Hydrogeology,2017,30,6/8/2021,,Geotechnics,,UK,,,,,,,,,,
Steelman et al. (2017),Electrical resistivity dynamics beneath a fractured sedimentary bedrock riverbed in response to temperature and groundwater–surface water exchange,Hydrology and Earth System science,2017,13,6/11/2021,Regular measurements,Hydrogeology,,Canada,,,,,,,,,,
Steelman et al. (2017),Monitoring the evolution and migration of a methane gas plume in an unconfined sy aquifer using time-lapse GPR and ERT,Journal of Contaminant Hydrology,2017,39,6/10/2021,Artificial conditions,Gas Dynamics,,Canada,,,,,,,,,,
Tildy et al. (2017),Time lapse 3D geoelectric measurements for monitoring of in-situ remediation,Journal of Applied Geophysics,2017,11,6/10/2021,Artificial conditions,Contaminant monitoring,,Hongrie,1,,#DIV/0!,,,,,,1,
Tremsin (2017),Real-Time Three-Dimensional Imaging of Soil Resistivity for Assessment of Moisture Distribution for Intelligent Irrigation,Hydrology,2017,3,6/9/2021,Laboratory setup,Vegetation,,USA,,,,,,,,,,
Tso et al. (2017),Improved characterisation and modelling of measurement errors in electrical resistivity tomography (ERT) surveys,Journal of Applied Geophysics,2017,28,5/26/2021,Semi-permanent study,Contaminant monitoring,Sellafield,UK,730,730,1,3D borehole,Yes,40 x 20 x 40,1,4 boreholes of 40 elec,160,ALERT
Uhlemann et al. (2017),Four-dimensional imaging of moisture dynamics during landslide reactivation,Journal of Applied Geophysics,2017,69,6/8/2021,Semi-permanent study,Landslide,Hollin Hill,UK,1290,2580,1,3D surface,Yes,150 x 40,5,5 lines x 32 elec,160,ALERT
Weigand et al. (2017),Multi-frequency electrical impedance tomography as a non-invasive tool to characterize and monitor crop root systems,Biogeosciences,2017,42,6/9/2021,Laboratory setup,Vegetation,,Germany,,,,,,,,,1,
Whalley et al. (2017),Methods to estimate changes in soil water for phenotyping root activity in the field,Plant and Soil,2017,60,6/9/2021,,Vegetation,,UK,,,,,,,,,1,
Wiese et al. (2017),"Fully Coupled Hydrogeophysical Inversion of Hydraulics, Gas Pressure and Geoelectrics",Energy Procedia,2017,2,6/10/2021,,Gas Dynamics,,Germany,,,,,,,,,,
Williams et al. (2017),Imaging Hydrological Processes in Headwater Riparian Seeps with Time‐Lapse Electrical Resistivity,Groundwater,2017,8,6/10/2021,,Hydrogeology,,USA,,,,,,,,,,
Wubda et al. (2017),Time-lapse electrical surveys to locate infiltration zones in weathered hard rock tropical areas,Journal of Applied Geophysics,2017,12,6/10/2021,Semi-permanent study,Hydrogeology,,Burkina Faso,150,5,30,2D surface,No,96,1,1 line x 96,96,syscal
Xu et al. (2017),A clustering approach applied to time-lapse ERT interpretation—Case study of Lascaux cave,Journal of Applied Geophysics,2017,13,6/10/2021,,Hydrogeology,,France,,,,,,,,,1,
Zhou et al. (2017),Modeling research on the response of geoelectric fields in a porous media seepage process,Journal of Geophysics and Engineering,2017,2,6/10/2021,Laboratory setup,Hydrogeology,,China,,,,,,,,,,
Zieher et al. (2017),Water content dynamics at plot scale – comparison of time-lapse electrical resistivity tomography monitoring and pore pressure modelling,Journal of Hydrology,2017,9,6/8/2021,,Landslide,,Austria,,,,,,,,,,
Aduojo et al. (2018),"Time dependent electrical resistivity tomography and seasonal variation assessment of groundwater around the Olushosun dumpsite Lagos, South-west, Nigeria",Journal of African Earth Sciences,2018,6,6/10/2021,Regular measurements,Hydrogeology,,Nigeria,,,,,,,,,,
Bievre et al. (2018),Improvement of 2D ERT measurements conducted along a small earth-filled dyke using 3D topographic data and 3D computation of geometric factors,Journal of Applied Geophysics,2018,11,6/8/2021,Semi-permanent study,Geotechnics,,France,35,5,7,2D surface,No,265,1,2 lines of 128,265,ABEM
Boeije et al. (2018),"Tracking a Foam Front in a 3D, Heterogeneous Porous Medium",Transport in Porous Media,2018,4,6/10/2021,Laboratory setup,Contaminant monitoring,,France,,,,,,,,,,
Bouzaglou et al. (2018),Ensemble Kalman Filter Assimilation of ERT Data for Numerical Modeling of Seawater Intrusion in a Laboratory Experiment,Water,2018,6,5/28/2021,Laboratory setup,Saline intrusion,,Italy,,,,,,,,,,
Boyle et al. (2018),Jointly reconstructing ground motion and resistivity for ERT-based slope stability monitoring,Geophysical Journal International,2018,12,6/8/2021,Semi-permanent synthetic/suggested,Landslide,Hollin Hill,UK,1,,#DIV/0!,3D surface,Yes,150 x 40,5,5 lines x 32 elec,160,ALERT
Carey et al. (2018),Characterizing hydrological processes in a semiarid rangel watershed: A hydrogeophysical approach,Hydrological Processes,2018,1,6/10/2021,,Hydrogeology,,USA,,,,,,,,,,
Chen et al. (2018),Evaluating the Application of Electrical Resistivity Tomography for Investigating Seawater Intrusion,Electronics,2018,4,5/28/2021,,Saline intrusion,,China,,,,,,,,,,
Chen et al. (2018),Extended joint sparsity reconstruction for spatial and temporal ERT imaging,Sensors (Switzerland),2018,7,6/10/2021,Laboratory setup,Hydrogeology,,UK,,,,,,,,,,
Chen et al. (2018),"Response of a loess landslide to rainfall: observations from a field artificial rainfall experiment in Bailong River Basin, China",landslides,2018,23,6/8/2021,Regular measurements,Landslide,,China,,,,,,,,,,
Costall et al. (2018),Electrical resistivity imaging and the saline water interface in high-quality coastal aquifers,Surveys in geophysics,2018,23,5/28/2021,,Saline intrusion,,Australia,,,,,,,,,1,
Crawford et al. (2018),Assessment of active landslides using field electrical measurements,Engineering Geology,2018,29,6/8/2021,Artificial conditions,Landslide,Doe Run,USA,350,5,0,2D surface,No,2 x 60,1,128,128,AGI SuperSting
Crawford et al. (2018),Using 2-D electrical resistivity imaging for joint geophysical and geotechnical characterization of shallow landslides,Journal of Applied Geophysics,2018,17,6/8/2021,,Landslide,,USA,,,,,,,,,,
Cultrera et al. (2018),Modelling an induced thermal plume with data from electrical resistivity tomography and distributed temperature sensing: a case study in northeast Italy,Hydrogeology Journal,2018,15,5/26/2021,,Geothermy,,Italy,,,,,,,,,1,
De Carlo et al. (2018),Geophysical and hydrological data assimilation to monitor water content dynamics in the rocky unsaturated zone,Environmental Monitoring and Assessment,2018,6,6/10/2021,Artificial conditions,Hydrogeology,,Italy,,,,,,,,,,
Dick et al. (2018),Using repeat electrical resistivity surveys to assess heterogeneity in soil moisture dynamics under contrasting vegetation types,Journal of Hydrology,2018,20,6/9/2021,Semi-permanent study,Vegetation,,UK,365,24,15,3D + 2D surface,Yes,4 x 4,0.5,8 x 9 rectangular grid * 2 + 72 elec @ 1m,216,Syscal
Dietrich et al. (2018),Estimation of Specific Yield and its Variability by Electrical Resistivity Tomography,Water Resources Research,2018,10,6/10/2021,Regular measurements,Hydrogeology,,Argentine,,,,,,,,,,
Dimech et al. (2018),3D time-lapse geoelectrical monitoring of moisture content in an experimental waste rock pile: Validation using hydrogeological data,Fasttimes,2018,7,5/28/2021,Artificial conditions,Mining environment,Halde expérimentale du Lac Tio,Canada,,,,3D surface,Yes,60 x 10 x 7,2,192,192,ABEM
Dumont et al. (2018),Electrical resistivity tomography and distributed temperature sensing monitoring to assess the efficiency of horizontal recirculation drains on retrofit bioreactor landfills,Geophysics,2018,5,6/10/2021,Semi-permanent study,Contaminant monitoring,,Belgium,365,10,37,3D surface,No,50 x 50,"2,5  5",20 lies of 16 electrodes  12 lines of 24 electrodes,608,ABEM
Dumont et al. (2018),The effect of initial water distribution and spatial resolution on the interpretation of ERT monitoring of water infiltration in a landfill cover,Hydrology and Earth System Sciences,2018,3,6/10/2021,,Hydrogeology,,Belgium,,,,,,,,,1,
Gunn et al. (2018),Deterioration model and condition monitoring of aged railway embankment using non-invasive geophysics,Construction and Building Materials,2018,10,6/8/2021,Semi-permanent study,Geotechnics,Great Central Railway Nottingham,UK,1460,1460,1,2D surface,No,30,1,1 x 32,32,ALERT
Hardie et al. (2018),"Drip irrigation wetting patterns and nitrate distribution: comparison between electrical resistivity (ERI), dye tracer, and 2D soil–water modelling approaches",Irrigation Science,2018,14,6/9/2021,Artificial conditions,Vegetation,,Australia,1,,#DIV/0!,,,,,,1,
Hermans et al. (2018),Uncertainty Quantification of Medium‐Term Heat Storage From Short‐Term Geophysical Experiments Using Bayesian Evidential Learning,Water Resources Research,2018,31,5/26/2021,,Geothermy,,Belgium,,,,,,,,,1,
Jouen et al. (2018),Evaluation and localization of an artificial drainage network by 3D time-lapse electrical resistivity tomography,Environmental Science and Pollution Research,2018,8,6/10/2021,,Contaminant monitoring,,France,,,,,,,,,1,
Jougnot et al. (2018),Impact of small-scale saline tracer heterogeneity on electrical resistivity monitoring in fully and partially saturated porous media: insights from geoelectrical milli-fluidic experiments,Advances in water ressources,2018,16,6/10/2021,Laboratory setup,Contaminant monitoring,,Danemark,,,,,,,,,1,
Kang et al. (2018),Coupled hydrogeophysical inversion of DNAPL source zone architecture and permeability field in a 3D heterogeneous sbox by assimilation time-lapse cross-borehole electrical resistivity data via ensemble Kalman filtering,Journal of Hydrology,2018,13,6/10/2021,Laboratory setup,Contaminant monitoring,,China,,,,,,,,,,
Kang et al. (2018),Assimilation of hydrogeophysical data for the characterization of subsurface heterogeneity using Ensemble Kalman Filter (EnKF),Journal of Hydrology,2018,13,6/10/2021,Laboratory setup,Hydrogeology,,China,,,,,,,,,,
Kelter et al. (2018),Field evaluation of broadb spectral electrical imaging for soil and aquifer characterization,Journal of Applied Geophysics,2018,11,6/10/2021,Artificial conditions,Hydrogeology,,Germany,,,,,,,,,,
Klosowski et al. (2018),Increasing the reliability of flood embankments with neural imaging method,Applied Sciences,2018,48,5/28/2021,,Mining environment,,Pologne,,,,,,,,,,
Kremer et al. (2018),ERT monitoring of gas injection into water saturated sands: Modeling and inversion of cross-hole laboratory data,Journal of Applied Geophysics,2018,7,6/10/2021,,Gas Dynamics,,France,,,,,,,,,1,
Kuhl et al. (2018),Quantifying soil water and root dynamics using a coupled hydrogeophysical inversion,Vadose Zone Journal,2018,10,6/9/2021,,Vegetation,,USA,,,,,,,,,,
Merritt et al. (2018),landslide activation behaviour illuminated by electrical resistance monitoring,Earth Surface Processes and Lforms,2018,4,6/8/2021,Semi-permanent study,Landslide,Hollin Hill,UK,1825,1825,1,3D surface,Yes,150 x 40,5,5 lines x 32 elec,160,ALERT
Oldenborger et al. (2018),Monitoring changes in unfrozen water content with electrical resistivity surveys in cold continuous permafrost,Geophysical Journal International,2018,19,6/8/2021,Semi-permanent study,Permafrost,,Canada,1035,7,148,2D surface,Yes,144,2,1 line x 72 elec,72,Syscal
Pan et al. (2018),Study on diesel vertical migration characteristics and mechanism in water-bearing s stratum using an automated resistivity monitoring system,Environmental Science and Pollution Research,2018,2,5/26/2021,Laboratory setup,Contaminant monitoring,,China,,,,,,,,,,
Perri et al. (2018),Time-lapse Mise-à-la-Masse measurements  modeling for tracer test monitoring in a shallow aquifer,Journal of Hydrology,2018,16,5/26/2021,Artificial conditions,Contaminant monitoring,,Italy,,,,,,,,,,
Rao et al. (2018),A mechanistic model for electrical conduction in soil-root continuum: a virtual rhizotron study,Biogeosciences,2018,7,6/9/2021,Semi-permanent synthetic/suggested,Vegetation,,Belgium,,,,,,,,,1,
Rasul et al. (2018),Detecting Seasonal Flow Pathways in Road Structures Using Tracer Tests and ERT,"Water, Air and Soil Pollution",2018,2,6/8/2021,Semi-permanent study,Geotechnics,,Sweden,270,4,68,3D surface,No,"2 x 10 x 2,5",0.4,4 lines x 16 elec,64,ABEM
Rasul et al. (2018),Monitoring of moisture and salinity content in an operational road structure by electrical resistivity tomography,Near Surface Geophysics,2018,5,6/8/2021,Semi-permanent study,Geotechnics,,Sweden,365,15,24,2D surface,No,64,1,1 line x 64 elec,64,ABEM
Simyrdanis et al. (2018),Characterization and monitoring of subsurface contamination from Olive Oil Mills' waste waters using Electrical Resistivity Tomography,Science of the Total Environment,2018,22,5/26/2021,Semi-permanent study,Contaminant monitoring,Alikianos village,Grece,570,15,38,2D surface,No,2 x 47,1,2 lines x 48 elec,96,
Tang et al. (2018),Characterizing drying-induced clayey soil desiccation cracking process using electrical resistivity method,Applied Clay Science,2018,48,6/8/2021,Laboratory setup,Geotechnics,,China,,,#DIV/0!,,,,,,,
Thayer et al. (2018),Geophysical Measurements to Determine the Hydrologic Partitioning of Snowmelt on a Snow-Dominated Subalpine Hillslope,Water Resources Research,2018,14,6/8/2021,Semi-permanent study,Permafrost,,USA,120,360,0,2D surface,No,"82,5 + 28 + 14",1.5,1 x 56 elec (L) + 1 x 28 elec (D) + 1 x 28 elec (c) ,112,MPT-DAS-1
Tran et al. (2018),Spatial and temporal variations of thaw layer thickness and its controlling factors identified using time-lapse electrical resistivity tomography and hydro-thermal modeling,Journal of Hydrology,2018,3,6/8/2021,Semi-permanent study,Permafrost,,USA,1095,1095,1,2D surface,No,35,0.5,1 line x 72,72,MPT-DAS-1
Vanella et al. (2018),Use of small scale electrical resistivity tomography to identify soil-root interactions during deficit irrigation,Journal of Hydrology,2018,29,6/9/2021,,Vegetation,,Italy,,,,,,,,,1,
Wagner et al. (2018),Fully coupled inversion on a multi-physical reservoir model–Part II: The Ketzin CO2 storage reservoir,International Journal of Greenhouse Gas Control,2018,6,6/10/2021,Semi-permanent study,Gas Dynamics,Ketzin CO2 pilot storage site,Germany,2920,416,7,3D borehole,Yes,150 m x 100 m,10,3 wells x 15 elec,45,VERA
Watlet et al. (2018),Imaging groundwater infiltration dynamics in the karst vadose zone with long-term ERT monitoring,Hydrology and Earth System Science,2018,37,6/10/2021,Semi-permanent study,Hydrogeology,,Belgium,870,870,1,2D surface,Yes,48,1,1 line of 48 elec,48,ALERT + Syscal
Wiese et al.  (2018),Fully coupled inversion on a multi-physical reservoir model–Part I: Theory and concept,International Journal of Greenhouse Gas Control,2018,6,6/10/2021,Semi-permanent synthetic/suggested,Gas Dynamics,,Germany,1,,#DIV/0!,,,,,,1,
Yang et al. (2018),Laboratory-based geoelectric monitoring of water infiltration in consolidated ground,Hydrogeology Journal,2018,3,6/10/2021,Laboratory setup,Hydrogeology,,China,,,,,,,,,,
Brindt et al. (2019),ERT and salinity–A method to determine whether ERT-detected preferential pathways in brackish water-irrigated soils are water-induced or an artifact of salinity,Journal of Hydrology,2019,5,5/26/2021,,Contaminant monitoring,,Israel,,,,,,,,,,
Busato et al. (2019),Hydrogeophysical characterization and monitoring of the hyporheic and riparian zones: The Vermigliana Creek case study,Science of the Total Environment,2019,15,6/10/2021,Semi-permanent study,Hydrogeology,Vermigliana Creek,Italy,365,12,30,2D surface ,Yes,48,1,1 buried line 48 elec  1 surface line 24 elec,72,Syscal
Carrière et al. (2019),Impact of local soil and subsoil conditions on inter-individual variations in tree responses to drought: insights from Electrical Resistivity Tomography,Science of the Total Environment,2019,10,6/9/2021,,Vegetation,,France,,,,,,,,,1,
Cary (2019),Time-lapse Electrical Resistivity Imaging of Methane Gas Migration in a Shallow Confined Aquifer,Thesis,2019,0,6/10/2021,Semi-permanent study,Gas Dynamics,,Canada,90,8,11,2D borehole,Yes,405,"2,5  5",3 lines x 81 elec,243,ABEM
Chen et al. (2019),Two-dimensional monitoring of soil water content in fields with plastic mulching using electrical resistivity tomography,Computers and Electronics in Agriculture,2019,8,6/10/2021,,Hydrogeology,,China,,,,,,,,,,
Ciampi et al. (2019),An Integrated Approach Supporting Remediation of an Aquifer Contaminated with Chlorinated Solvents by a Combination of Adsorption and Biodegradation,Applied Sciences,2019,1,5/26/2021,,Contaminant monitoring,,Italy,,,,,,,,,,
Claes et al. (2019),Uniform and lateral preferential flows under flood irrigation at field scale,Hydrological Processes,2019,6,6/10/2021,,Hydrogeology,,USA,,,,,,,,,,
Comina et al. (2019),Time-Lapse 3D Electric Tomography for Short-time Monitoring of an Experimental Heat Storage System,Geosciences,2019,5,5/26/2021,Artificial conditions,Geothermy,,Italy,,,,,,,,,1,
Corona-Lopez et al. (2019),Electrical impedance tomography as a tool for phenotyping plant roots,Plant Methods,2019,14,6/9/2021,Laboratory setup,Vegetation,,UK,,,,,,,,,1,
Corwin et al. (2019),Review of soil salinity assessment for agriculture across multiple scales using proximal /or remote sensors,Advances in Agronomy,2019,15,6/9/2021,Review article,Vegetation,,USA,,,,,,,,,,
Crawford et al. (2019),Long-term landslide monitoring using soil-water relationships and electrical data to estimate suction stress,Engineering Geology,2019,10,6/8/2021,,Landslide,,USA,,,,,,,,,,
De Carlo et al. (2019),Application of time-lapse ERT to determine the impact of using brackish wastewater for maize irrigation,Journal of Hydrology,2019,6,6/9/2021,,Vegetation,,Italy,,,,,,,,,,
Denchik et al. (2019),"In-situ geophysical and hydro-geochemical monitoring to infer landslide dynamics (Pégairolles-de-l'Escalette landslide, France)",Engineering Geology,2019,6,6/8/2021,Semi-permanent study,Landslide,Pégairolles-de-l'Escalette (PEL),France,1825,1825,1,1D borehole,Yes,20,1,1 borehole x 20 elec,20,ImaGeau
Dimech et al. (2019),Three-Dimensional Time-Lapse Geoelectrical Monitoring of Water Infiltration in an Experimental Mine Waste Rock Pile,Vadose Zone Journal,2019,13,5/28/2021,Artificial conditions,Mining environment,Halde expérimentale du Lac Tio,Canada,10,240,24,3D surface,Yes,60 x 10 x 7,2,192,192,ABEM
Falzone et al. (2019),Characterization and monitoring of porous media with electrical imaging: a review,Transport in Porous Media,2019,9,6/10/2021,Review article,Hydrogeology,,USA,,,,,,,,,,
Farzaminian et al. (2019),"Detailed detection of fast changes in the active layer using quasicontinuous electrical resistivity tomography (Deception Isl, Antarctica)",The Cryosphere Discussions,2019,1,6/8/2021,Semi-permanent study,Permafrost,,Antartique,365,2190,0,2d surface,No,10,0.5,1 line x 20,20,Lippmann model 4ptlight10W
Fernez et al. (2019),Monitoring redox sensitive conditions at the groundwater interface using electrical resistivity and self-potential,Journal of Contaminant Hydrology,2019,5,5/26/2021,Semi-permanent laboratory,Contaminant monitoring,,Norvège,,,,,,,,,1,Syscal
Flores Orozco et al. (2019),Analysis of time-lapse data error in complex conductivity imaging to alleviate anthropogenic noise for site characterization,Geophysics,2019,6,6/10/2021,,Hydrogeology,,République Tchèque,,,,,,,,,,
Flores Orozco et al. (2019),Complex-conductivity monitoring to delineate aquifer pore clogging during nanoparticles injection,Geophysical Journal International,2019,8,5/26/2021,,Contaminant monitoring,,Italy,,,,,,,,,,
Ganthaler et al. (2019),"Non-invasive analysis of tree stems by electrical resistivity tomography: unravelling the effects of temperature, water status and electrode installation",Frontiers in Plant Science,2019,5,6/9/2021,,Vegetation,,Austria,,,,,,,,,,
Giuseppe et al. (2019),"Monitoring active fumaroles through time-lapse electrical resistivity tomograms: an application to the Pisciarelli fumarolic field (Campi Flegrei, Italy)",Journal of Volcanology and Geothermal Research,2019,4,5/26/2021,,Volcanology,,Italy,,,,,,,,,,
Herring et al. (2019),Electrical Resistivity of a Partially Saturated Porous Medium at Subzero Temperatures,Vadose Zone Journal,2019,4,6/8/2021,Laboratory setup,Permafrost,,Canada,,,,,,,,,,
Hester et al. (2019),Variability of subsurface structure and infiltration hydrology among surface coal mine valley fills,Science of the Total Environment,2019,9,5/28/2021,,Mining environment,,USA,,,,,,,,,,
Hojat et al. (2019),Geoelectrical characterization and monitoring of slopes on a rainfall-triggered landslide simulator,Journal of Applied Geophysics,2019,24,6/8/2021,Laboratory setup,Landslide,,Italy,1,,#DIV/0!,,,,,,1,Syscal
Hu et al. (2019),Application of electrical resistivity tomography to monitor the dewatering of vertical and horizontal wells in municipal solid waste landfills,Engineering Geology,2019,10,5/26/2021,,Contaminant monitoring,,China,,,,,,,,,1,
Huntley et al. (2019),"Application of multi-dimensional electrical resistivity tomography datasets to investigate a very slow-moving landslide near Ashcroft, British Columbia, Canada",landslides,2019,19,6/8/2021,Semi-permanent study,Landslide,Ripley landslide,Canada,150,150,1,2D surface,No,150,2,1 line of 45 elec + 1 line of 27 elec,72,PRIME
Idarmachev et al. (2019),Assessment of the Relationship Between Water Level Changes in the Chirkei Reservoir and Electrical Resistivity of Rocks in the Right Bank Region of the Hydropower Plant Dam,Power Technology and Engineering,2019,0,6/10/2021,VES (4 elec),Hydrogeology,Chirkei reservoir,Russie,1,,#DIV/0!,,,,,,1,
Ismail et al. (2019),"Slope monitoring: an application of time-lapse electrical resistivity imaging method in Bukit Antarabangsa, Kuala Lumpur",Environmental Earth Sciences,2019,2,6/8/2021,Regular measurements,Landslide,,Malaisie,,,,,,,,,,
Jodry et al. (2019),2D-ERT monitoring of soil moisture seasonal behaviour in a river levee: A case study,Journal of Applied Geophysics,2019,8,6/8/2021,Semi-permanent study,Geotechnics,,France,365,12,30,2D surface ,Yes,92,2,2 lines x 48 elec,96,Syscal
Kang et al. (2019),Coupled hydrogeophysical inversion to identify non-Gaussian hydraulic conductivity field by jointly assimilating geochemical and time-lapse geophysical data,Journal of Hydrology,2019,11,6/10/2021,Numerical work,Hydrogeology,,China,,,,,,,,,,
Klazinga et al. (2019),Geophysical response to simulated methane migration in groundwater based on a controlled injection experiment in a sandy unconfined aquifer,Journal of Applied Geophysics,2019,2,6/10/2021,,Gas Dynamics,,Canada,,,,,,,,,,
Kotikian et al. (2019),Observing Heterogeneous Unsaturated Flow at the Hillslope Scale Using Time-Lapse Electrical Resistivity Tomography,Vadose Zone Journal,2019,12,6/10/2021,Semi-permanent study,Hydrogeology,,USA,365,2190,0,2d surface,No,59m + 35m,1,1 line x 60 elec + 1 line x 36 elec,96,Lippmann model 4ptlight10W
Lamb et al. (2019),"Hydrogeophysical monitoring reveals primarily vertical movement of an applied tracer across a shallow, sloping low-permeability till interface: Implications for agricultural nitrate transport",Journal of Hydrology,2019,5,6/9/2021,Semi-permanent study,Vegetation,Harrington Research Farm,Canada,365,365,1,3D surface,No,10 x 23,1,8 lines x 24 elec,192,Lippmann model 4ptlight10W
Lesparre et al. (2019),4D electrical resistivity tomography (ERT) for aquifer thermal energy storage monitoring,Geothermics,2019,15,5/26/2021,,Geothermy,,Belgium,,,,,,,,,1,
Li et al. (2019),2-D electrical resistivity tomography assessment of hydrate formation in sandy sediments,Natural Gas Industry,2019,2,6/10/2021,Laboratory setup,Gas Dynamics,,China,,,,,,,,,,
Liu et al. (2019),Geoelectric Field Response to Seepage in sandS and Clay Formations,Journal of Hydrologic Engineering,2019,0,6/10/2021,,Hydrogeology,,China,,,,,,,,,,
Luo et al. (2019),The temperature effect and correction models for using electrical resistivity to estimate wood moisture variations,Journal of Hydrology,2019,8,6/9/2021,,Vegetation,,China,,,,,,,,,,
Lyu et al. (2019),Real‐Time Geoelectric Monitoring of Seepage into sandS and Clay Layer,Groundwater Monitoring & Remediation,2019,0,6/10/2021,,Hydrogeology,,China,,,,,,,,,1,
Mollaret et al. (2019) a,Mountain permafrost degradation documented through a network of permanent electrical resistivity tomography sites - Schilthorn,The Cryosphere,2019,29,6/8/2021,Semi-permanent study,Permafrost,Schilthorn,Switzerland,6935,857,8,2D surface,No,96,2,1 line x 49 elec,49,
Mollaret et al. (2019) b,Mountain permafrost degradation documented through a network of permanent electrical resistivity tomography sites - Lapires,The Cryosphere,2019,29,6/8/2021,Semi-permanent study,Permafrost,Lapires,Switzerland,4380,65,67,2D surface,No,168,4,1 line x 43 elec,43,
Mollaret et al. (2019) c,Mountain permafrost degradation documented through a network of permanent electrical resistivity tomography sites - Schilthorn vertical,The Cryosphere,2019,29,6/8/2021,Semi-permanent study,Permafrost,Schilthorn vertical,Switzerland,4380,227,19,2D surface,No,184,4,1 line x 47 elec,47,
Nasta et al. (2019),Comparing ERT- scaling-based approaches to parameterize soil hydraulic properties for spatially distributed model applications,Advances in water ressources,2019,7,6/10/2021,,Hydrogeology,,Italy,,,,,,,,,,
Nivorlis et al. (2019),Multidisciplinary Characterization of Chlorinated Solvents Contamination and In-Situ Remediation with the Use of the Direct Current Resistivity and Time-Domain Induced Polarization Tomography,Geosciences,2019,5,5/26/2021,Artificial conditions,Contaminant monitoring,,Sweden,1,,#DIV/0!,2D surface + borehole,Yes,,1,1 line x 64 + 4 boreholes,64,ABEM
Oliva et al. (2019),Geoelectrical Remote System for Monitoring Shallow Subsurface Co2 Migration,Greenhouse Gases: Science and Technology,2018,1,6/10/2021,Semi-permanent study,Gas Dynamics,,Brésil,31,31,1,3D surface,No,65 x 45,5,9 lines x 14 elec,140,AGI SuperSting
Oware et al. (2019),Basis-constrained Bayesian Markov-chain Monte Carlo difference inversion for geoelectrical monitoring of hydrogeologic processes,Geophysics,2019,7,6/10/2021,,Hydrogeology,,USA,,,,,,,,,,
Pazzi et al. (2019),A Review of the Advantages and Limitations of Geophysical Investigations in landslide Studies,International Journal of Geophysics,2019,45,6/8/2021,Review article,Landslide,,Italy,,,,,,,,,,
